,percentage_occupied,a_symmetry,b_symmetry,c_symmetry,contour_perimeter,total_contour_perimeter,iou_circle,View
25,74.86293859649122,1.0,0.0,-38.0,461.0,693.0,0.7675041876046901,2.0
26,76.61479741632414,0.0,1.0,-52.0,994.0,2252.0,0.8843096043132597,1.0
27,65.77235772357723,0.0,1.0,-50.0,979.0,1563.0,0.8036892118501956,3.0
28,78.29520697167756,0.0,1.0,-54.0,970.0,2396.0,0.8893136114342696,1.0
29,71.19815668202764,1.0,0.0,-31.0,845.0,982.0,0.6144325081737506,1.0
30,78.44425143849745,0.0,1.0,-61.0,1140.0,2575.0,0.8769028006589786,1.0
31,67.97138047138047,0.0,1.0,-66.0,992.0,2179.0,0.8092562613084469,3.0
32,80.74337427278604,0.0,1.0,-60.0,1113.0,2519.0,0.8594132995967423,2.0
33,66.69472502805837,0.0,1.0,-54.0,887.0,1438.0,0.7691822311963654,2.0
34,67.7468508736286,0.0,1.0,-54.0,813.0,1261.0,0.7933938676141598,2.0
35,70.14627659574468,0.0,1.0,-16.0,358.0,252.0,0.5072574484339191,2.0
36,71.90274841437632,1.0,0.0,-43.0,1029.0,871.0,0.6645996225397681,1.0
37,80.45107033639144,0.0,1.0,-54.0,1029.0,2310.0,0.8750116593601344,2.0
38,56.99980926950219,0.0,1.0,-54.0,1108.0,1049.0,0.5986333161423414,1.0
39,77.81289506953225,1.0,0.0,-63.0,1106.0,1334.0,0.806376619063434,2.0
40,81.50603010066779,0.0,1.0,-64.0,1248.0,2820.0,0.8415245138971729,1.0
41,81.62249515190692,0.0,1.0,-60.0,1030.0,2621.0,0.8671984983575786,2.0
42,66.83954109696684,0.0,1.0,-50.0,993.0,1691.0,0.8047242411286875,3.0
43,64.96231586159644,1.210144927536232,1.0,-169.5,1901.0,2116.0,0.6042757417102966,3.0
44,72.99221058286328,1.0,0.0,-51.0,706.0,1041.0,0.8144435004248088,2.0
45,71.25893347993403,1.0,0.0,-42.0,816.0,1424.0,0.8720392836510688,1.0
46,53.07692307692308,1.0,0.0,-5.0,66.0,25.0,0.25555555555555554,2.0
47,65.8984440354693,1.2391304347826086,1.0,-173.5,1787.0,3186.0,0.6399905710413106,3.0
48,75.55458895171813,1.0,0.0,-60.0,1125.0,1870.0,0.8061473978344394,2.0
49,38.75338753387534,0.0,1.0,-20.0,487.0,289.0,0.5112275449101796,3.0
50,74.86559139784946,1.0,0.0,-62.0,1256.0,1387.0,0.8053104925053534,2.0
51,74.30006277463904,1.0,0.0,-68.0,1106.0,1237.0,0.8628499528153507,2.0
52,69.47380784590086,1.0,0.0,-43.0,868.0,1539.0,0.8482213438735178,3.0
53,74.5049162165905,1.0,0.0,-42.0,789.0,1345.0,0.8732767762460233,3.0
54,45.86743044189853,1.108695652173913,1.0,-53.5,377.0,276.0,0.6510305614783227,3.0
55,66.05109264389043,1.0,0.0,-86.0,1281.0,1603.0,0.7682984790874525,3.0
56,67.59854953795765,0.0,1.0,-42.0,929.0,1522.0,0.8638389173130879,1.0
57,71.93446088794926,1.0,0.0,-64.0,1406.0,1759.0,0.7704131363874934,1.0
58,78.41993940433316,0.0,1.0,-60.0,1078.0,2589.0,0.8791033381914082,1.0
59,61.424224862358734,1.0,0.0,-60.0,1664.0,966.0,0.5707115970604051,1.0
60,67.08272859216255,0.0,1.0,-65.0,1070.0,2183.0,0.808043694141013,3.0
61,62.377450980392155,1.0,0.0,-34.0,727.0,490.0,0.7239034342060524,3.0
62,72.27397260273972,0.0,1.0,-50.0,816.0,1129.0,0.7629893238434163,1.0
63,68.7007874015748,1.0,0.0,-62.0,1847.0,1290.0,0.6359045369389916,1.0
64,65.46851128840603,1.2573529411764706,1.0,-173.5,2091.0,3346.0,0.631365533691115,3.0
65,63.793842723608606,1.0,0.0,-84.0,1297.0,1874.0,0.7517026773132927,3.0
66,82.0556640625,0.0,1.0,-64.0,1528.0,2932.0,0.7532698112090904,1.0
67,64.88464003418073,1.0,0.0,-76.0,1163.0,1925.0,0.7743127401714455,3.0
68,76.45603349828703,1.0,0.0,-37.0,664.0,1115.0,0.8850902184235517,3.0
69,78.49025974025975,1.0,0.0,-66.0,1156.0,1065.0,0.8728300032754668,2.0
70,59.32203389830508,1.0,0.0,-59.0,1641.0,962.0,0.5581352154531947,1.0
71,65.7645976242262,1.2391304347826086,1.0,-173.5,1883.0,2929.0,0.6646295326232466,3.0
72,73.5091743119266,1.0,0.0,-56.0,976.0,1884.0,0.7954816878980892,2.0
73,78.43526170798899,0.0,1.0,-60.0,1088.0,2557.0,0.8795446936725811,1.0
74,63.617886178861795,1.0,0.0,-82.0,1253.0,1909.0,0.7764146701779177,3.0
75,77.80880053607326,0.0,1.0,-60.0,1127.0,2545.0,0.8733728617188032,1.0
76,73.49412492269634,1.0,0.0,-52.0,723.0,1173.0,0.8288034989065917,2.0
77,71.46602137527728,1.0,0.0,-44.0,562.0,950.0,0.7699363057324841,2.0
78,42.51893939393939,0.0,1.0,-16.0,204.0,156.0,0.5646879756468798,1.0
79,70.13119533527697,1.0,0.0,-49.0,665.0,1105.0,0.7867743753522449,2.0
80,77.38095238095238,1.0,0.0,-39.0,686.0,1194.0,0.8292863762743281,2.0
81,73.38345864661655,1.0,0.0,-52.0,731.0,1208.0,0.822756765310967,2.0
82,74.23826173826174,0.0,1.0,-52.0,714.0,1185.0,0.836715282181357,2.0
83,73.39285714285714,1.0,0.0,-36.0,605.0,956.0,0.8423547019206785,3.0
84,76.25231910946196,1.0,0.0,-38.0,447.0,730.0,0.7595628415300546,2.0
85,61.4448051948052,0.0,1.0,-14.0,236.0,221.0,0.45244956772334294,2.0
86,65.69414192365012,0.0,1.0,-72.0,1109.0,2580.0,0.7867127375530077,3.0
87,77.9,1.0,0.0,-40.0,467.0,718.0,0.7840772014475271,2.0
88,67.12280701754386,1.0135135135135136,1.0,-77.5,729.0,885.0,0.8320555821753713,3.0
89,65.1293251113395,1.210144927536232,1.0,-169.5,1794.0,2929.0,0.6618401206636501,3.0
90,72.50161186331398,0.0,1.0,-47.0,588.0,984.0,0.7933006535947712,2.0
